track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,release_date,stream_percentage,spotify_percentage,more_than_10M_streams,three_or_more_artist,Summer,top10_more_in_spotify_than_apple
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",2,2023,3,10,5120,48,211050784.0,161,115,246,9,638,143,A,Major,64,31,87,4,4,8,4,2023-03-10,5.698076748488367,96.95133497443666,True,False,False,True
Nonsense,Sabrina Carpenter,1,2022,7,15,2346,27,342897938.0,69,12,38,8,64,139,G#,Major,74,68,68,3,0,26,4,2022-07-15,9.257765977417103,97.14285714285714,True,False,True,True
Que Vuelvas,"Carin Leon, Grupo Frontera",2,2022,12,9,763,26,2762.0,21,110,21,9,71,162,A#,Major,49,78,64,19,0,11,4,2022-12-09,7.457014696199787e-05,97.32142857142857,False,False,False,False
Por las Noches,Peso Pluma,1,2021,6,11,457,24,330346424.0,8,116,4,3,2,92,,Major,81,39,60,31,0,7,3,2021-06-11,8.918892608997272,98.27956989247312,True,False,False,False
Feliz Cumpleaï¿½ï¿½os Fe,Feid,1,2022,8,19,3430,38,601863821.0,45,69,52,4,3,95,F,Major,87,57,55,10,0,29,7,2022-08-19,16.249483556509624,98.70503597122303,True,False,True,True
Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",3,2011,8,16,6074,52,1953533826.0,201,44,"6,551",2,0,146,D,Major,63,88,93,3,0,10,8,2011-08-16,52.742688088361334,96.79681274900398,True,True,True,True
Watermelon Sugar,Harry Styles,1,2019,11,17,21915,34,2322580122.0,437,115,"1,212",12,,95,,Major,55,56,82,12,0,34,5,2019-11-17,62.70642325436457,98.04491768074445,True,False,False,True
lovely - Bonus Track,"Billie Eilish, Khalid",2,2017,8,11,15032,30,2355719893.0,221,96,"1,078",2,136,115,E,Minor,35,12,30,93,0,10,3,2017-08-11,63.601150840808074,98.5511047007146,True,False,True,True
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",2,2023,6,21,871,32,66902503.0,25,59,32,5,88,128,B,Major,78,59,65,10,0,26,5,2023-06-21,1.8062742508455842,97.20982142857143,True,False,True,False
Queencard,(G)I-DLE,1,2023,5,15,451,33,96273746.0,10,126,7,0,148,130,E,Minor,82,69,83,3,0,27,5,2023-05-15,2.5992568384511423,97.83080260303689,True,False,False,False
OMG,NewJeans,1,2023,1,2,1783,27,430977451.0,26,124,15,1,22,127,A,Minor,80,74,77,36,0,11,4,2023-01-02,11.63578995596569,98.56274184632393,True,False,False,False
Radio,Lana Del Rey,1,2011,1,1,9389,46,284819874.0,24,122,282,3,368,150,D,Major,42,20,86,21,0,9,9,2011-01-01,7.689739269325749,99.7450334643578,True,False,False,False
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",2,2023,1,11,5724,44,721975598.0,119,108,254,29,22,122,D,Minor,78,50,63,27,0,9,5,2023-01-11,19.492333977493228,97.96337497860688,True,False,False,True
505,Arctic Monkeys,1,2007,4,20,13985,25,1217120710.0,30,80,588,1,1,140,,Major,52,20,85,0,0,7,5,2007-04-20,32.860561265456624,99.78594363182305,True,False,False,True
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV",4,2023,6,2,1051,16,109276132.0,31,37,31,0,189,140,,Major,63,22,54,46,0,12,8,2023-06-02,2.9503031218966975,97.13493530499076,True,True,False,True
Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",3,2022,12,2,1682,46,276259178.0,24,90,30,1,176,119,C#,Minor,75,48,53,18,0,18,34,2022-12-02,7.4586124196454495,98.59320046893318,True,True,False,False
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",5,2023,5,22,182,8,54225632.0,3,88,1,0,52,110,G,Minor,76,96,72,32,0,9,4,2023-05-22,1.4640164183009468,98.37837837837839,True,True,False,False
Perfect,Ed Sheeran,1,2017,1,1,16596,13,2559529074.0,7,0,"2,094",0,0,95,G#,Major,60,17,45,16,0,11,2,2017-01-01,69.10371441045848,99.95783894476902,True,False,False,False
Romantic Homicide,d4vd,1,2022,7,20,2335,23,681583126.0,82,55,50,0,9,132,F#,Major,56,20,55,45,1,32,3,2022-07-20,18.40179358169367,96.60736450144807,True,False,True,True
Believer,Imagine Dragons,1,2017,1,31,18986,23,2594040133.0,250,121,"2,969",10,31,125,A#,Minor,77,74,78,4,0,23,11,2017-01-31,70.0354648599314,98.70035350384696,True,False,False,True
Novo Balanï¿½,"Veigh, Bvga Beatz, Supernova Ent, Prod Malax",4,2023,5,19,283,7,81102253.0,6,9,26,1,66,124,D#,Minor,84,65,50,67,0,13,6,2023-05-19,2.1896476919475503,97.92387543252595,True,True,False,False
"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",2,2023,6,1,293,8,11956641.0,5,2,30,2,66,133,B,Minor,93,68,65,42,0,12,25,2023-06-01,0.3228126272780048,98.3221476510067,True,False,False,False
Without Me,Eminem,1,2002,1,1,21081,43,1687664027.0,98,76,"3,889",5,0,112,G,Major,92,67,66,0,0,36,9,2002-01-01,45.56457440835161,99.53727749185514,True,False,False,True
QUEMA,"Sog, Ryan Castro, Peso Pluma",3,2023,7,13,437,31,11599388.0,17,29,26,3,208,97,,Major,79,92,89,5,0,6,5,2023-07-13,0.3131672946521487,96.25550660792952,True,True,True,False
Stargirl Interlude,"The Weeknd, Lana Del Rey",2,2016,11,24,1275,32,611700552.0,13,8,5,0,1,90,F,Minor,59,52,48,38,5,10,11,2016-11-24,16.515061571098922,98.99068322981367,True,False,False,False
Ojitos Lindos,"Bomba Estï¿½ï¿½reo, Bad B",2,2022,5,6,6135,38,1133865788.0,71,113,99,13,28,80,D#,Minor,65,27,69,8,0,53,4,2022-05-06,30.61279451351974,98.85594585884627,True,False,False,True
Somewhere Only We Know,Keane,1,2004,1,1,20015,16,1089402494.0,107,69,"5,239",0,558,172,A,Major,45,33,59,6,0,8,3,2004-01-01,29.41234760258762,99.46824371334857,True,False,False,True
Those Eyes,New West,1,2019,5,10,1507,14,411747614.0,24,71,44,1,195,120,E,Major,60,24,35,73,0,31,3,2019-05-10,11.11661118292251,98.4323971260614,True,False,False,True
El Gordo Trae El Mando,Chino Pacas,1,2023,1,27,539,21,255932395.0,7,71,4,2,13,140,G,Minor,74,96,80,18,0,5,5,2023-01-27,6.909817634861002,98.71794871794873,True,False,False,False
Mi Bello Angel,Natanael Cano,1,2023,6,30,86,8,31873544.0,7,76,3,1,93,128,A,Minor,81,90,77,1,0,9,5,2023-06-30,0.8605412238521744,92.47311827956989,True,False,True,False
Bye,Peso Pluma,1,2023,5,26,324,14,95053634.0,13,110,8,2,60,122,,Major,78,70,81,57,0,10,5,2023-05-26,2.5663155165285874,96.14243323442136,True,False,False,False
Danza Kuduro,"Don Omar, Lucenzo",2,2010,1,1,17138,37,1279434863.0,119,81,974,1,503,130,,Major,47,86,92,8,0,5,24,2010-01-01,34.5429564671302,99.31042475517181,True,False,False,True
Nosso Quadro,"Ana Castela, AgroPlay",2,2023,2,2,894,9,233801632.0,14,88,66,3,72,160,A,Major,69,61,71,33,0,31,20,2023-02-02,6.312317906660009,98.45814977973568,True,False,False,True
Locked Out Of Heaven,Bruno Mars,1,2012,12,5,1622,9,1481349984.0,0,0,356,0,0,144,F,Major,73,87,70,6,0,28,5,2012-12-05,39.99438305902723,100.0,True,False,False,False
Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",3,2023,4,4,561,14,142095275.0,4,14,12,5,56,192,B,Major,50,85,52,11,0,28,6,2023-04-04,3.836374199621833,99.29203539823008,True,True,False,False
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",2,2022,6,17,5871,27,618885532.0,81,121,58,1,34,163,,Major,54,40,67,0,0,9,17,2022-06-17,16.70904600792695,98.63911290322581,True,False,False,True
Counting Stars,OneRepublic,1,2013,1,1,29215,43,2011464183.0,179,97,"3,394",11,153,122,C#,Minor,66,48,71,6,0,12,4,2013-01-01,54.30672691350651,99.3910321834388,True,False,False,True
Ghost,Justin Bieber,1,2021,3,19,5866,24,1167330737.0,107,38,95,0,,154,D,Major,61,41,74,21,0,40,6,2021-03-19,31.516301452334282,98.20860539092583,True,False,False,True
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,133,181,3,0,,117,A,Minor,73,31,69,6,0,11,4,2019-10-04,25.10775252592914,96.66833667334669,True,False,False,True
PRC,"Natanael Cano, Peso Pluma",2,2023,1,23,961,26,436027885.0,19,143,10,6,15,138,G,Minor,78,89,83,10,0,12,5,2023-01-23,11.772144628522486,98.06122448979592,True,False,False,False
Gasolina,Daddy Yankee,1,2004,7,13,6457,18,657723613.0,98,95,453,0,454,96,,Major,86,74,80,33,0,8,6,2004-07-13,17.75762001512897,98.50495804729215,True,False,True,True
One Dance,"Drake, WizKid, Kyla",3,2016,4,4,43257,24,2713922350.0,433,107,"3,631",0,26,104,C#,Major,77,36,63,1,0,36,5,2016-04-04,73.27211748115519,99.00892652780956,True,True,False,True
Enchanted,Taylor Swift,1,2010,1,1,4564,16,621660989.0,24,101,113,0,40,164,G#,Major,45,24,62,8,0,16,3,2010-01-01,16.7839794751162,99.4768962510898,True,False,False,True
Save Your Tears,The Weeknd,1,2020,3,20,12688,13,1591223784.0,197,115,112,0,200,118,,Major,68,61,82,2,0,50,3,2020-03-20,42.96082238316668,98.47109041521148,True,False,False,True
Sure Thing,Miguel,1,2010,5,25,13801,19,950906471.0,137,125,435,6,285,81,B,Minor,68,51,60,3,0,19,10,2010-05-25,25.673148185946694,99.01707562060554,True,False,False,True
Every Breath You Take - Remastered 2003,The Police,1,1983,1,6,22439,19,1593270737.0,211,74,929,0,129,117,C#,Major,82,73,45,54,0,7,3,1983-01-06,43.01608725863167,99.06843267108168,True,False,False,True
The Night We Met,Lord Huron,1,2015,2,2,18515,35,1410088830.0,70,82,939,1,162,174,D,Major,45,10,37,97,25,64,4,2015-02-02,38.07043131157554,99.62335216572504,True,False,False,True
We Found Love,"Rihanna, Calvin Harris",2,2011,1,1,36843,21,1235005533.0,321,91,"4,607",1,58,128,C#,Major,73,60,77,3,0,11,4,2011-01-01,33.34342653681771,99.13626089764288,True,False,False,True
When I Was Your Man,Bruno Mars,1,2012,12,5,2420,11,1661187319.0,0,0,806,0,0,145,,Major,60,43,27,94,0,14,4,2012-12-05,44.849740227819424,100.0,True,False,False,False
Let Me Down Slowly,Alec Benjamin,1,2018,5,25,5897,19,1374581173.0,0,0,885,0,0,150,C#,Minor,65,51,55,73,0,14,3,2018-05-25,37.111774106374156,100.0,True,False,False,False
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,2023,6,2,727,16,94186466.0,17,60,28,1,44,90,A,Minor,60,13,53,4,0,21,4,2023-06-02,2.542903190243018,97.71505376344086,True,True,False,True
Do I Wanna Know?,Arctic Monkeys,1,2013,1,1,33783,26,1788326445.0,133,92,"2,733",1,26,85,F,Major,55,42,53,17,0,22,3,2013-01-01,48.28231926852904,99.60785469984668,True,False,False,True
Demons,Imagine Dragons,1,2012,1,1,26694,13,1840364617.0,65,82,"3,425",4,13,180,D#,Major,33,38,71,20,0,28,5,2012-01-01,49.687277318374704,99.75709107216264,True,False,False,True
ýýýýýýýýýýýý,YOASOBI,1,2023,4,12,356,16,143573775.0,35,102,8,1,117,166,C#,Major,57,84,94,11,0,37,9,2023-04-12,3.876291637088637,91.04859335038363,True,False,False,True
Reminder,The Weeknd,1,2016,11,25,6518,17,684675814.0,45,85,238,1,47,160,G#,Major,71,40,50,16,0,16,22,2016-11-25,18.48529184334016,99.31433795520341,True,False,False,True
Shake It Off,Taylor Swift,1,2014,1,1,21335,13,1113838873.0,328,70,"1,378",9,20,160,G,Major,65,95,80,5,0,41,16,2014-01-01,30.072095746414224,98.48589761344228,True,False,False,True
Why'd You Only Call Me When You're High?,Arctic Monkeys,1,2013,1,1,23389,29,1267333350.0,54,70,"1,089",2,1,92,D,Major,70,81,63,4,0,8,4,2013-01-01,34.216232497951154,99.76965405451521,True,False,False,True
SNAP,Rosa Linn,1,2022,3,19,3202,18,726307468.0,148,80,226,24,0,170,,Major,56,53,64,11,0,45,6,2022-03-19,19.609288424459294,95.5820895522388,True,False,False,True
SNAP,Rosa Linn,1,2022,3,19,3202,18,726307468.0,148,80,226,24,0,170,,Major,56,53,64,11,0,45,6,2022-03-19,19.609288424459294,95.5820895522388,True,False,False,True
Shape of You,Ed Sheeran,1,2017,1,6,32181,10,3562543890.0,33,0,"6,808",7,0,96,C#,Minor,83,93,65,58,0,9,8,2017-01-06,96.18371521935829,99.8975600670516,True,False,False,True
Night Changes,One Direction,1,2014,11,17,7124,18,1131090940.0,60,20,2,0,,120,G#,Major,67,40,52,86,0,12,4,2014-11-17,30.53787748848093,99.16481069042317,True,False,False,True
Fin de Semana,"Oscar Maydon, Junior H",2,2023,1,13,592,14,307370144.0,11,84,6,1,30,98,,Major,70,37,54,6,0,9,8,2023-01-13,8.298565101307187,98.17578772802653,True,False,False,False
Creep,Radiohead,1,1992,9,21,36724,7,1271293243.0,146,72,"6,807",5,80,92,G,Major,53,12,34,1,0,12,4,1992-09-21,34.3231440848316,99.60401410360727,True,False,False,True
Car's Outside,James Arthur,1,2019,10,18,794,10,265882712.0,38,25,61,0,263,150,A,Major,34,24,56,4,0,11,3,2019-10-18,7.1784623129958565,95.4326923076923,True,False,False,True
Apocalypse,Cigarettes After Sex,1,2017,3,21,13091,17,841749534.0,61,96,790,2,116,94,F,Major,37,17,47,2,46,11,3,2017-03-21,22.726063162770902,99.53619221411192,True,False,False,True
Cheques,Shubh,1,2023,5,19,67,8,47956378.0,7,10,0,0,57,90,E,Minor,74,36,63,26,0,27,5,2023-05-19,1.2947553060192332,90.54054054054053,True,False,False,False
Pink + White,Frank Ocean,1,2016,8,20,21574,30,806397070.0,112,68,266,1,39,160,A,Major,54,54,55,67,0,42,11,2016-08-20,21.77159595207259,99.48353776630084,True,False,True,True
Circles,Post Malone,1,2019,8,30,19664,16,2132335812.0,391,73,633,3,37,120,,Major,70,59,75,24,0,9,4,2019-08-30,57.57009227848337,98.05036150585889,True,False,True,True
Just The Way You Are,Bruno Mars,1,2010,1,1,21106,13,1641426668.0,82,0,"2,946",0,0,109,F,Major,63,46,85,1,0,9,5,2010-01-01,44.316230217271,99.61298848404758,True,False,False,True
Take Me To Church,Hozier,1,2013,9,13,23804,31,2135158446.0,187,99,"4,623",1,0,129,E,Minor,57,41,66,63,0,12,5,2013-09-13,57.646299458859886,99.22054103622192,True,False,False,True
Bebe Dame,"Fuerza Regida, Grupo Frontera",2,2022,12,16,849,22,367316268.0,27,129,21,7,111,157,G,Major,54,75,60,30,0,7,5,2022-12-16,9.917026823422374,96.91780821917808,True,False,False,True
You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2021,4,9,2619,12,350381515.0,47,90,1,0,7,130,F#,Major,63,49,73,5,0,9,3,2021-04-09,9.459812116697126,98.23705926481621,True,False,False,True
Titi Me Preguntï¿,Bad Bunny,1,2022,5,6,9037,42,1264310836.0,124,133,139,14,166,107,F,Minor,65,19,72,10,0,13,25,2022-05-06,34.13462883641071,98.64643597860496,True,False,False,True
Better Than Revenge (Taylor's Version),Taylor Swift,1,2023,7,7,86,11,30343206.0,3,33,3,0,1,146,B,Minor,50,67,89,0,0,19,8,2023-07-07,0.8192242327002809,96.62921348314607,True,False,True,False
Shut up My Moms Calling,Hotel Ugly,1,2020,2,10,1788,14,405136812.0,1,50,19,0,19,139,A,Minor,48,37,41,32,0,10,10,2020-02-10,10.938128751106193,99.94410285075462,True,False,False,False
Have You Ever Seen The Rain?,Creedence Clearwater Revival,1,1968,7,1,15890,14,1145727611.0,71,37,653,0,167,116,,Major,74,76,70,7,0,13,3,1968-07-01,30.933047187070507,99.5551657164338,True,False,True,True
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,4,3,19,0,0,95,F#,Minor,84,52,77,12,0,7,4,2010-07-20,14.59691149987474,99.19354838709677,True,False,True,False
POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,2023,6,8,773,33,57312735.0,20,46,21,8,99,170,G#,Minor,62,55,80,15,0,37,7,2023-06-08,1.5473638927386095,97.47793190416141,True,True,False,False
Ditto,NewJeans,1,2022,12,19,1154,22,397582059.0,28,125,11,1,51,134,F#,Minor,81,18,64,3,0,10,11,2022-12-19,10.734160959117926,97.63113367174282,True,False,False,True
Take On Me,a-ha,1,1984,10,19,44927,17,1479115056.0,34,0,"5,108",6,0,84,F#,Minor,57,86,90,2,0,9,5,1984-10-19,39.93404312079063,99.92437890616311,True,False,False,True
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,551,4,86773632.0,13,46,20,1,10,146,B,Minor,61,20,48,21,0,12,6,2023-06-02,2.3427670132752794,97.69503546099291,True,True,False,True
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,5,1,577,14,133753727.0,22,18,15,1,0,74,A#,Minor,53,24,67,11,0,10,28,2023-05-01,3.6111640402262646,96.32721202003339,True,True,False,True
Acrï¿½ï¿½s,Shakira,1,2023,5,11,955,29,123124076.0,37,50,79,11,31,144,B,Major,75,35,48,84,0,10,12,2023-05-11,3.324178291774148,96.27016129032258,True,False,False,True
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,11,24,995,19,463564958.0,12,117,9,5,3,136,B,Minor,77,79,73,15,0,27,10,2022-11-24,12.515607184827072,98.80834160873883,True,True,False,False
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,2023,5,15,178,6,64533040.0,6,71,1,0,31,100,E,Major,56,53,55,53,0,12,4,2023-05-15,1.7423020552876491,96.73913043478261,True,True,False,False
S-Class,Stray Kids,1,2023,6,2,290,19,65496046.0,9,101,5,0,73,105,F,Minor,89,67,78,9,0,7,33,2023-06-02,1.768301873877543,96.98996655518395,True,False,False,False
Hits Different,Taylor Swift,1,2023,5,26,547,0,68616963.0,15,15,6,0,0,106,F,Major,67,24,78,15,0,30,4,2023-05-26,1.852562279144088,97.33096085409252,True,False,False,True
Chanel,"Becky G, Peso Pluma",2,2023,3,30,681,10,161460990.0,15,92,21,2,26,132,D,Major,85,53,68,40,0,9,4,2023-03-30,4.359221489112842,97.84482758620689,True,False,False,True
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,2023,6,2,332,5,70106975.0,18,41,5,0,19,120,A,Major,78,5,30,21,0,13,5,2023-06-02,1.8927905245514525,94.85714285714286,True,False,False,True
Area Codes,"Kaliii, Kaliii",2,2023,3,17,1197,13,113509496.0,44,34,25,1,171,155,C#,Major,82,51,39,2,0,9,49,2023-03-17,3.064598044280344,96.45447219983883,True,False,False,True
Abcdario,"Junior H, Eden Muï¿½ï",2,2023,5,13,262,5,89933133.0,8,60,4,1,109,129,G#,Major,70,42,43,78,0,11,3,2023-05-13,2.428069132716474,97.03703703703704,True,False,False,True
Obsessed,"Abhijay Sharma, Riar Saab",2,2022,9,29,161,6,71007139.0,10,79,2,0,42,135,F,Minor,80,85,74,62,0,8,9,2022-09-29,1.917093696807028,94.15204678362574,True,False,False,True
Piï¿½ï¿½man Deï¿,"Semicenk, Doï¿½ï¿½u ",2,2023,6,2,185,3,43522589.0,5,6,4,1,33,98,A#,Minor,73,45,62,28,0,13,13,2023-06-02,1.175049188231945,97.36842105263158,True,False,False,True
FLOWER,JISOO,1,2023,3,31,839,18,232896922.0,20,110,20,0,69,124,A,Minor,84,64,39,3,0,11,4,2023-03-31,6.287891998746183,97.67171129220024,True,False,False,True
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,2023,6,2,259,0,37126685.0,5,17,5,0,0,135,A,Minor,77,28,55,18,0,22,15,2023-06-02,1.0023687026291825,98.10606060606061,True,True,False,True
Eyes Closed,Ed Sheeran,1,2023,3,23,2915,30,195576623.0,116,69,107,3,675,107,D,Major,78,39,53,30,0,11,6,2023-03-23,5.280295988211895,96.17288023754537,True,False,False,True
Escapism.,"RAYE, 070 Shake",2,2022,10,12,5129,25,532336353.0,116,84,114,18,348,96,D,Major,54,25,74,14,0,9,11,2022-10-12,14.372338912535836,97.78836987607245,True,False,False,True
La Jumpa,"Arcangel, Bad Bunny",2,2022,11,30,3794,34,538115192.0,47,77,53,10,8,123,G#,Major,71,58,70,30,0,32,19,2022-11-30,14.528359503954999,98.77636032283259,True,False,False,True
Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,2023,5,26,588,0,46142772.0,23,21,31,0,0,90,G#,Major,62,7,62,6,0,58,6,2023-05-26,1.2457904740311225,96.23567921440261,True,False,False,True
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2022,12,2,2959,16,401036314.0,41,69,38,0,36,117,F,Minor,72,45,59,14,0,20,21,2022-12-02,10.827421025372168,98.63333333333333,True,True,False,True
Las Morras,"BLESSD, Peso Pluma",2,2023,4,4,291,8,127026613.0,8,78,4,1,1,133,A,Minor,78,90,84,31,0,7,4,2023-04-04,3.4295413466672087,97.32441471571906,True,False,False,False
CHORRITO PA LAS ANIMAS,Feid,1,2022,12,2,2321,36,345031710.0,29,65,34,5,3,96,G#,Minor,74,61,83,11,0,35,6,2022-12-02,9.31537484476808,98.7659574468085,True,False,False,False
Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,2022,12,1,536,10,288101651.0,10,72,8,3,14,149,G#,Major,66,85,60,40,0,14,13,2022-12-01,7.778342670189799,98.16849816849816,True,False,False,False
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,2023,5,26,359,2,60350538.0,1,0,9,0,0,110,F#,Minor,66,32,40,81,0,11,3,2023-05-26,1.6293803359506291,99.72222222222223,True,False,False,False
Players,Coi Leray,1,2022,11,30,4096,6,335074782.0,118,48,143,0,240,105,F#,Major,95,62,52,3,0,5,16,2022-11-30,9.046551678855684,97.19981015662079,True,False,False,True
Bite Me,ENHYPEN,1,2023,5,22,349,69,76767396.0,8,96,5,0,56,105,C#,Major,80,69,78,28,0,11,14,2023-05-22,2.0726126001484024,97.75910364145658,True,False,False,False
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,2023,5,26,381,5,46065667.0,23,82,6,0,113,134,B,Major,76,61,58,6,0,16,3,2023-05-26,1.2437087465939376,94.3069306930693,True,False,False,True
Normal,Feid,1,2022,7,8,2461,36,459276435.0,47,66,45,5,6,170,E,Minor,71,59,56,4,0,27,12,2022-07-08,12.39982304639119,98.12599681020734,True,False,True,True
Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,2023,6,2,277,1,39666245.0,1,20,5,0,1,81,F#,Major,59,26,60,46,1,25,13,2023-06-02,1.0709332798988462,99.64028776978418,True,False,False,False
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,2023,3,1,967,5,138517666.0,7,29,51,1,29,154,F#,Major,63,75,92,31,0,91,5,2023-03-01,3.739783747448565,99.28131416837782,True,False,False,True
Bad Habit,Steve Lacy,1,2022,6,29,8186,12,822633917.0,155,72,131,16,29,169,C#,Major,69,69,51,63,0,38,4,2022-06-29,22.209968170388837,98.14170962714303,True,False,False,True
CUFF IT,Beyoncï¿,1,2022,7,29,7842,10,595900742.0,215,88,330,26,23,115,G,Major,78,64,69,4,0,7,14,2022-07-29,16.088488742108463,97.33151297008811,True,False,True,True
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2,2023,6,5,215,6,51985779.0,6,14,8,2,4,84,A,Minor,43,14,74,1,0,19,8,2023-06-05,1.4035435119348092,97.28506787330316,True,False,False,False
69,"Nicky Jam, Feid",2,2023,5,18,1134,22,57945987.0,39,14,48,2,3,93,G#,Major,79,58,62,11,0,11,23,2023-05-18,1.5644608133410638,96.67519181585678,True,False,False,True
Niï¿½ï¿½a Bo,"Sean Paul, Feid",2,2023,4,21,1305,34,115010040.0,29,26,43,5,44,91,G,Major,82,47,62,10,0,10,15,2023-04-21,3.1051106389953853,97.82608695652173,True,False,False,False
Search & Rescue,Drake,1,2023,4,7,2066,6,175097833.0,58,70,43,0,182,142,A#,Minor,82,54,44,6,0,33,7,2023-04-07,4.727397226479855,97.2693032015066,True,False,False,True
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyoncï¿",2,2023,5,19,896,0,57089066.0,34,2,33,0,1,126,C#,Major,78,20,70,1,0,16,4,2023-05-19,1.5413251417607516,96.34408602150538,True,False,False,True
Lavender Haze,Taylor Swift,1,2022,10,21,3763,8,488386797.0,51,43,38,10,1,97,A#,Major,73,10,44,26,0,16,8,2022-10-21,13.185762210930276,98.6628211851075,True,False,False,True
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,6,2,197,0,32761689.0,3,10,3,0,0,101,F,Major,92,59,51,41,51,26,8,2023-06-02,0.8845198998744639,98.5,True,True,False,True
Efecto,Bad Bunny,1,2022,5,6,4004,33,1047480053.0,34,65,43,6,2,98,G,Minor,80,23,48,14,0,6,5,2022-05-06,28.280500178121404,99.1579990094106,True,False,False,True
Erro Gostoso - Ao Vivo,Simone Mendes,1,2023,1,27,984,5,153454328.0,8,57,76,2,49,154,F#,Major,59,63,89,18,0,80,9,2023-01-27,4.143052784545484,99.19354838709677,True,False,False,True
Cupido,Tini,1,2023,2,14,1240,24,217672943.0,51,29,63,4,54,120,A,Major,91,63,58,52,0,31,22,2023-02-14,5.876865803461472,96.04957397366383,True,False,False,True
Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,3995,13,457184829.0,72,27,47,0,0,150,B,Major,49,4,55,7,0,6,3,2022-10-17,12.34335260221791,98.22965330710598,True,False,False,True
Unstoppable,Sia,1,2016,1,21,7681,13,939844851.0,119,66,"1,145",2,,174,A,Major,47,27,78,11,0,10,8,2016-01-21,25.374499877098838,98.47435897435898,True,False,False,True
Until I Found You,Stephen Sanchez,1,2021,9,1,4427,4,726434358.0,69,100,154,20,438,202,A#,Major,34,25,51,69,0,18,4,2021-09-01,19.61271427744554,98.4653024911032,True,False,False,True
Rich Flex,"Drake, 21 Savage",2,2022,11,4,4657,18,573633020.0,84,84,42,0,23,153,B,Minor,56,42,52,5,0,36,24,2022-11-04,15.487291311967658,98.22822189411517,True,False,False,True
Easy On Me,Adele,1,2021,10,14,10195,20,1406111294.0,258,87,657,22,9,142,F,Major,60,13,37,58,0,13,3,2021-10-14,37.96304338830739,97.53180905003347,True,False,False,True
Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",2,2023,5,11,269,4,71573339.0,7,2,30,1,11,108,A,Minor,84,55,47,26,0,20,64,2023-05-11,1.9323803069481875,97.46376811594203,True,False,False,True
