track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,release_date,stream_percentage,spotify_percentage,more_than_10M_streams,three_or_more_artist,Summer,top10_more_in_spotify_than_apple
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866.0,11,80,1,0,8,96,F#,Minor,70,40,51,35,0,10,4,2022-10-12,8.627859580668023,96.32107023411372,True,False,False,True
Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,909001996.0,74,113,85,9,2,100,F,Minor,80,29,67,29,0,12,3,2022-05-06,24.541785818417598,98.40723202755058,True,False,False,True
My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,1061966512.0,0,0,0,0,0,105,A,Major,58,42,68,1,0,14,4,2021-09-24,28.671614362259334,100.0,True,False,False,False
Devil Donï¿½ï¿½ï¿½,Morgan Wallen,1,2023,3,3,166,0,32526947.0,2,10,0,0,0,125,,Major,53,32,66,38,0,9,3,2023-03-03,0.8781821933436336,98.80952380952381,True,False,False,True
LLYLM,ROSALï¿½,1,2023,1,27,1838,0,124988687.0,105,41,114,1,59,170,F#,Minor,56,56,63,13,0,19,27,2023-01-27,3.3745201876093964,94.59598558929491,True,False,False,True
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,1890,0,103787664.0,86,1,49,0,9,115,,Major,70,84,90,17,0,41,6,2023-01-27,2.8021221424049445,95.64777327935222,True,True,False,True
TRUSTFALL,P!nk,1,2023,1,27,2098,16,134255790.0,88,24,101,7,451,122,G#,Major,64,25,89,0,0,15,9,2023-01-27,3.6247190408396546,95.97438243366881,True,False,False,True
ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,301051721.0,23,95,11,0,3,105,A#,Minor,88,82,80,8,0,11,8,2022-10-17,8.127976494617082,97.06632653061224,True,False,False,True
Boy's a liar,PinkPantheress,1,2022,11,30,1225,0,156338624.0,27,0,28,13,0,133,F,Major,66,74,84,25,0,21,4,2022-11-30,4.220924752902436,97.84345047923323,True,False,False,True
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,2023,1,13,415,2,152850295.0,15,40,21,1,15,100,,Major,79,60,68,7,0,26,4,2023-01-13,4.126744736182016,96.51162790697676,True,False,False,True
Shirt,SZA,1,2022,10,28,3469,0,309653982.0,71,95,31,0,2,120,D#,Minor,82,55,45,15,3,9,10,2022-10-28,8.360225541313484,97.99435028248588,True,False,False,True
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,297328960.0,129,31,212,1,41,177,A,Major,25,17,30,90,0,13,3,2022-10-28,8.027467140933377,96.25,True,False,False,True
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616,0,332506354.0,113,17,208,0,192,142,D,Minor,64,31,72,15,0,9,5,2022-09-22,8.977207705857381,95.85928911689263,True,False,False,True
"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,480507035.0,47,60,87,12,124,144,E,Minor,57,47,84,1,1,52,4,2016-11-04,12.973019629335214,98.46053062561415,True,False,False,True
Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260,0,1065580332.0,113,92,259,0,1,120,B,Minor,65,80,86,9,0,19,10,2019-04-12,28.76918246091763,97.41596158243769,True,False,False,True
"Hey, Mickey!",Baby Tate,1,2016,9,27,482,0,122763672.0,9,1,12,4,3,135,D,Major,92,73,51,55,0,15,6,2016-09-27,3.314447886543991,98.16700610997964,True,False,False,True
Calm Down,Rï¿½ï,1,2022,2,9,4013,10,445763624.0,107,44,750,22,,107,B,Major,81,82,78,38,0,12,4,2022-02-09,12.034995999997381,97.40291262135923,True,False,False,True
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,1365184.0,13,78,2,0,0,105,G,Major,82,62,74,10,0,33,7,2022-12-22,0.03685806354459381,91.3907284768212,False,True,False,True
Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1368,0,184308753.0,12,1,11,0,8,108,F#,Minor,44,38,77,9,0,9,20,2022-11-25,4.976079217086374,99.1304347826087,True,False,False,True
Space Song,Beach House,1,2015,1,1,17852,4,789753877.0,69,76,335,0,,147,,Minor,51,62,79,22,13,14,3,2015-01-01,21.322252958616073,99.61497684281011,True,False,False,True
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,2022,11,20,889,20,323358833.0,11,78,35,0,21,115,,Major,71,34,88,16,0,44,4,2022-11-20,8.730237399808157,98.77777777777777,True,True,False,False
Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606361689.0,124,66,212,13,1,174,F,Major,70,57,64,23,0,8,32,2022-04-21,16.370919717905593,97.47967479674797,True,False,False,True
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,120972253.0,33,7,53,2,0,90,A#,Minor,68,83,71,3,0,31,8,2023-01-12,3.26608207260463,95.22431259044862,True,True,False,True
TV,Billie Eilish,1,2022,7,21,3009,2,338564981.0,68,89,65,0,25,141,E,Minor,41,9,25,84,1,14,4,2022-07-21,9.140782182967422,97.79005524861878,True,False,True,True
I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953.0,136,24,"1,959",0,30,82,F,Major,68,50,49,56,0,8,4,2014-01-01,43.386405956271965,99.22850011345587,True,False,False,True
Heather,Conan Gray,1,2020,3,20,6170,7,1301799902.0,82,1,231,0,2,92,F,Major,47,25,43,62,0,32,3,2020-03-20,35.146781320512105,98.68841970569417,True,False,False,True
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,140187018.0,21,79,2,0,0,116,G#,Minor,77,65,80,6,0,15,4,2022-12-12,3.7848539226735123,86.09271523178808,True,True,False,True
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,2017,6,2,27705,10,1897517891.0,537,122,"2,726",6,,124,A,Minor,79,59,86,4,0,8,11,2017-06-02,51.23033598656418,98.09857658806034,True,False,False,True
Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,359,0,107642809.0,12,56,13,0,13,125,A#,Minor,71,83,89,1,0,17,9,2023-01-27,2.906205679410669,96.7654986522911,True,False,False,True
Pink Venom,BLACKPINK,1,2022,8,19,1963,16,551305895.0,57,119,77,1,13,90,,Major,80,71,69,2,0,27,10,2022-08-19,14.884490083695065,97.17821782178217,True,False,True,True
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5491,14,556585270.0,128,84,75,0,35,83,C#,Major,46,34,64,31,0,7,34,2022-04-27,15.027025843875188,97.72201459334401,True,True,False,True
Don't Start Now,Dua Lipa,1,2019,10,31,27119,0,2303033973.0,532,77,"1,535",3,8,124,B,Minor,79,68,79,1,0,10,8,2019-10-31,62.17870449858213,98.07601895049004,True,False,False,True
After Dark,Mr.Kitty,1,2014,8,8,1776,14,646886885.0,1,9,3,0,0,140,G#,Major,58,4,60,7,41,8,3,2014-08-08,17.465043476552864,99.94372537985369,True,False,True,False
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,2022,9,16,1473,4,222612678.0,27,64,66,1,4,154,,Major,64,61,91,15,0,72,4,2022-09-16,6.010231757445298,98.2,True,False,False,True
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,1814349763.0,300,47,690,0,,150,D#,Minor,74,89,70,2,0,5,6,2021-07-23,48.98491255154816,97.79654792508263,True,False,True,True
MIDDLE OF THE NIGHT,Elley Duhï¿,1,2020,1,10,4057,8,872137015.0,78,21,240,1,52,186,E,Minor,41,9,61,2,0,12,5,2020-01-10,23.546482758706787,98.1136638452237,True,False,False,True
Atlantis,Seafret,1,2015,4,22,3045,6,571386359.0,43,53,134,1,32,166,G#,Minor,40,23,48,5,0,12,3,2015-04-22,15.426634599098799,98.60751295336787,True,False,False,True
PUNTO 40,"Baby Rasta, Rauw Alejandro",2,2022,9,22,3006,12,304079786.0,54,32,66,2,0,107,,Major,87,20,83,0,4,31,9,2022-09-22,8.209730025413782,98.23529411764706,True,False,False,True
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174006928.0,14,1,50,0,0,87,G,Major,87,52,52,31,0,28,24,2022-09-09,4.6979443133112895,98.38337182448036,True,True,False,True
How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,284785823.0,72,97,58,0,154,82,G#,Major,40,39,64,21,0,7,7,2022-08-05,7.688819939827487,96.7785234899329,True,False,True,True
Blind,SZA,1,2022,12,9,1484,0,163284000.0,22,51,12,0,0,114,A,Minor,46,60,28,91,0,21,4,2022-12-09,4.408440215982209,98.53917662682603,True,False,False,True
Die For You,Joji,1,2022,11,4,1703,0,246390068.0,38,45,36,16,0,148,G#,Major,47,15,52,38,13,29,5,2022-11-04,6.652188117573009,97.81734635267088,True,False,False,True
Die For You,Joji,1,2022,11,4,1703,0,246390068.0,38,45,36,16,0,148,G#,Major,47,15,52,38,13,29,5,2022-11-04,6.652188117573009,97.81734635267088,True,False,False,True
Doja,Central Cee,1,2022,7,20,4169,44,482257456.0,57,44,183,1,11,140,F#,Major,91,97,57,38,0,40,29,2022-07-20,13.020278554467495,98.65120681495505,True,False,True,True
Gatita,Bellakath,1,2022,10,3,1054,0,168684524.0,9,0,15,0,1,101,G,Major,90,76,81,15,24,33,6,2022-10-03,4.55424683015737,99.15333960489181,True,False,False,True
Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,78489819.0,39,45,27,0,1,140,C#,Minor,81,6,84,5,23,6,6,2022-01-17,2.119115618338383,98.64958448753463,True,True,False,True
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622.0,12,22,12,0,2,88,G,Minor,49,24,66,19,0,18,29,2022-12-02,5.278676044914333,99.25650557620817,True,True,False,True
Yonaguni,Bad Bunny,1,2021,6,4,9644,28,1260594497.0,120,86,164,4,0,180,C#,Major,64,44,65,28,0,14,12,2021-06-04,34.03429286776821,98.77099549365015,True,False,False,True
Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,428685680.0,104,17,76,9,2,133,D,Major,95,91,89,6,0,31,24,2022-08-12,11.573915336026065,97.89089434191848,True,False,True,True
Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21811,0,1024858327.0,117,1,676,3,0,108,A#,Minor,63,20,55,72,0,6,6,1985-09-16,27.66974513382233,99.46643560744253,True,False,False,True
Dream On,Aerosmith,1,1973,1,5,168,0,838586769.0,0,0,5,0,0,80,F,Minor,39,24,43,39,0,23,3,1973-01-05,22.64067291988304,100.0,True,False,False,False
Limbo,Freddie Dredd,1,2022,8,11,688,0,199386237.0,14,1,17,0,2,75,B,Minor,80,46,62,3,6,11,46,2022-08-11,5.383150251734156,98.00569800569801,True,False,True,True
Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632.0,238,122,557,17,58,121,F#,Minor,67,26,64,52,0,17,10,2021-07-30,26.256403396161648,97.79690826622235,True,False,True,True
WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,1612,0,213438580.0,34,54,34,0,2,140,D,Minor,58,17,62,18,0,20,8,2022-09-28,5.762543909471448,97.93438639125152,True,False,False,True
Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105.0,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,2020-09-03,41.99662986997455,97.37384533170471,True,False,False,True
KICK BACK,Kenshi Yonezu,1,2022,10,12,574,4,210038833.0,38,101,26,0,0,102,C#,Major,58,29,94,0,0,9,11,2022-10-12,5.6707554831776,93.79084967320262,True,False,False,True
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,1,2022,4,8,2499,0,227918678.0,70,0,49,0,0,82,A,Major,70,31,34,60,1,11,4,2022-04-08,6.153486355483082,97.27520435967303,True,False,False,True
Good Days,SZA,1,2020,12,24,10426,2,826623384.0,133,109,182,1,10,121,C#,Minor,46,53,78,23,0,72,6,2020-12-24,22.317678214013036,98.74041102377119,True,False,False,True
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,15894,8,1802514301.0,198,13,544,0,60,103,F#,Minor,70,92,83,1,0,7,6,2020-03-27,48.665371588223344,98.76957494407159,True,False,False,True
Woman,Doja Cat,1,2021,6,25,9424,0,1329090101.0,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9,2021-06-25,35.88357862321021,97.901516725535,True,False,False,True
Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,713,7,181831132.0,2,4,6,0,0,85,F,Minor,65,36,47,31,0,12,10,2022-09-14,4.90918690641073,99.72027972027972,True,False,False,False
Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,462791599.0,173,79,175,0,168,125,C#,Minor,84,70,69,1,0,5,5,2022-03-14,12.494727570676318,97.81868616820073,True,False,False,True
"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,348647203.0,8,18,20,0,1,120,D,Major,69,40,39,41,0,13,6,2022-10-21,9.412988112092508,99.68565815324165,True,False,False,True
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,366599607.0,26,98,4,0,0,94,,Major,58,44,57,57,0,10,3,2022-07-17,9.897677976176924,91.82389937106919,True,True,True,True
Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",3,1930,1,1,323,0,90598517.0,4,0,14,0,0,130,F#,Minor,65,49,80,22,4,7,5,1930-01-01,2.44603357249423,98.77675840978594,True,True,False,True
Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,14143,4,1479264469.0,56,38,"1,891",1,,110,E,Major,74,51,74,2,0,29,4,2012-01-01,39.9380770633569,99.60560602859357,True,False,False,True
All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25653,0,1449779435.0,387,132,"2,094",0,,150,G,Major,34,33,63,16,0,7,4,1994-10-28,39.14202227749176,98.51382488479263,True,False,False,True
Last Christmas,Wham!,1,1984,1,1,22153,0,1159176109.0,274,111,"1,302",0,,107,B,Minor,74,88,65,28,0,46,3,1984-01-01,31.29613787218207,98.7782583493111,True,False,False,True
Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,14994,0,769213520.0,191,168,206,0,,140,G#,Major,70,85,41,71,0,45,5,1958-01-01,20.76769197377107,98.74217978268027,True,False,False,True
Jingle Bell Rock,Bobby Helms,1,1957,1,1,10326,0,741301563.0,165,99,104,0,,119,D,Major,74,78,37,84,0,6,3,1957-01-01,20.01410807243618,98.42722333428652,True,False,False,True
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,1,2011,10,14,12353,0,807561936.0,35,0,549,0,0,93,E,Major,35,38,23,91,0,29,3,2011-10-14,21.80304570906427,99.71746851792057,True,False,False,True
Santa Tell Me,Ariana Grande,1,2013,12,13,9408,0,834129063.0,231,106,439,0,,133,G,Major,46,53,63,5,0,30,18,2013-12-13,22.520321076460387,97.60348583877996,True,False,False,True
It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097.0,182,107,160,0,1,202,G,Major,24,76,60,77,0,12,4,1963-10-14,17.922540561687626,97.99139167862266,True,False,False,True
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,6512,0,446390129.0,88,1,277,0,0,134,C#,Major,45,72,24,91,0,18,4,1959-11-16,12.051910761012016,98.66666666666667,True,False,False,True
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,6512,0,446390129.0,88,1,277,0,0,134,C#,Major,45,72,24,91,0,18,4,1959-11-16,12.051910761012016,98.66666666666667,True,False,False,True
Snowman,Sia,1,2017,1,1,5140,0,690104769.0,85,110,500,0,,105,C#,Major,72,33,51,48,0,9,3,2017-01-01,18.63186605485358,98.37320574162679,True,False,False,True
Underneath the Tree,Kelly Clarkson,1,2013,10,25,6596,0,485285717.0,144,99,251,0,0,160,G#,Major,51,69,81,0,0,21,5,2013-10-25,13.102037376990772,97.86350148367953,True,False,False,True
Feliz Navidad,Josï¿½ï¿½ Felic,1,1970,11,1,3788,0,520034544.0,21,3,10,0,0,148,D,Major,50,96,82,47,0,34,4,1970-11-01,14.040207230773191,99.44867419270149,True,False,False,True
Holly Jolly Christmas,Michael Bublï¿,1,2011,10,14,7655,0,476244795.0,5,0,291,0,0,151,G,Major,65,70,47,87,0,9,4,2011-10-14,12.857945095234088,99.93472584856397,True,False,False,True
Mistletoe,Justin Bieber,1,2011,1,1,9577,0,629173063.0,195,111,310,0,0,162,F#,Minor,67,88,54,51,0,9,4,2011-01-01,16.986794993642416,98.00450266066312,True,False,False,True
Sleigh Ride,The Ronettes,1,1963,11,22,10114,0,404664135.0,114,74,262,0,0,92,D,Major,53,84,77,40,0,32,3,1963-11-22,10.925367131498822,98.88541259288229,True,False,False,True
Seek & Destroy,SZA,1,2022,12,9,1007,0,98709329.0,5,31,1,0,0,152,C#,Major,65,35,65,44,18,21,7,2022-12-09,2.665014181770528,99.50592885375494,True,False,False,True
Love Language,SZA,1,2022,12,9,1127,0,110849052.0,16,63,8,0,0,65,A,Minor,71,55,26,85,0,13,8,2022-12-09,2.992769767645961,98.60017497812773,True,False,False,True
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,10829,0,460492795.0,130,1,390,0,0,147,D,Major,33,39,61,32,0,77,3,1971-12-01,12.43266306954785,98.81376037959669,True,True,False,True
Used (feat. Don Toliver),"SZA, Don Toliver",2,2022,12,8,1042,0,94005786.0,7,29,3,0,0,150,A#,Minor,73,71,69,53,0,32,9,2022-12-08,2.5380250822947583,99.33269780743565,True,False,False,True
A Holly Jolly Christmas - Single Version,Burl Ives,1,1952,1,1,7930,0,395591396.0,108,120,73,0,0,140,,Major,67,81,36,64,0,15,3,1952-01-01,10.680415835127407,98.65638218462304,True,False,False,True
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,1946,11,1,11500,0,389771964.0,140,72,251,0,0,139,C#,Major,36,22,15,84,0,11,4,1946-11-01,10.523299289336185,98.79725085910653,True,False,False,True
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1979,11,16,1685,0,403939487.0,1,0,29,0,0,95,B,Major,75,74,58,36,0,9,3,1979-11-16,10.905802646395376,99.94068801897983,True,False,False,True
Do They Know It's Christmas? - 1984 Version,Band Aid,1,1984,11,25,14169,0,481697415.0,209,30,449,0,0,115,,Major,60,23,57,0,2,27,3,1984-11-25,13.005158228734427,98.54639031854222,True,False,False,True
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,2022,12,9,1634,0,110073250.0,16,20,4,0,0,125,F#,Major,62,59,43,84,3,11,5,2022-12-09,2.9718241959032343,99.03030303030303,True,False,False,True
Special,SZA,1,2022,12,9,906,0,88092256.0,6,21,3,0,0,76,,Major,60,19,20,78,0,11,5,2022-12-09,2.3783680217718826,99.3421052631579,True,False,False,True
Merry Christmas Everyone,Shakin' Stevens,1,1984,1,1,1087,0,351636786.0,90,35,5,0,0,101,C#,Minor,72,91,87,14,0,13,3,1984-01-01,9.493702682572264,92.3534409515718,True,False,False,True
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0,473248298.0,126,108,406,0,0,143,D,Major,60,86,32,88,0,34,6,1950-01-01,12.77704385639948,98.8236392493698,True,False,False,True
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0,473248298.0,126,108,406,0,0,143,D,Major,60,86,32,88,0,34,6,1950-01-01,12.77704385639948,98.8236392493698,True,False,False,True
SOS,SZA,1,2022,12,9,827,0,73981293.0,6,18,1,0,0,119,G,Minor,51,51,66,67,0,9,23,2022-12-09,1.9973917058105088,99.2797118847539,True,False,False,True
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,2022,12,8,1420,4,155653938.0,13,87,17,0,46,78,A,Major,67,22,59,76,1,15,16,2022-12-08,4.202439186051306,99.09281228192603,True,False,False,True
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,11940,0,395591396.0,73,79,123,0,0,96,A,Major,23,19,25,91,0,40,3,1942-01-01,10.680415835127407,99.39232498127029,True,True,False,True
Driving Home for Christmas - 2019 Remaster,Chris Rea,1,1986,1,1,888,0,429504768.0,50,0,6,0,0,180,A,Major,51,87,58,36,0,18,4,1986-01-01,11.596029569384072,94.66950959488273,True,False,False,True
Christmas (Baby Please Come Home),Darlene Love,1,1963,11,22,9122,0,242767149.0,121,58,212,0,0,126,D#,Major,34,35,76,39,0,8,5,1963-11-22,6.554374358607978,98.69090122254678,True,False,False,True
Gone Girl,SZA,1,2022,12,9,892,0,65362788.0,3,17,2,0,0,150,F,Major,43,42,44,57,0,15,6,2022-12-09,1.764704093774769,99.66480446927373,True,False,False,True
F2F,SZA,1,2022,12,9,989,0,67540165.0,5,9,1,0,0,90,D,Major,53,47,74,9,0,34,4,2022-12-09,1.823490235296012,99.49698189134809,True,False,False,True
Notice Me,SZA,1,2022,12,9,819,0,62019074.0,14,22,0,0,0,160,F,Major,72,78,68,28,0,11,12,2022-12-09,1.674428480313911,98.31932773109243,True,False,False,True
Merry Christmas,"Ed Sheeran, Elton John",2,2017,11,10,2209,0,135723538.0,72,90,141,0,0,114,,Major,59,60,94,24,0,10,4,2017-11-10,3.6643461893056855,96.8434896975011,True,False,False,True
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,6290,0,295998468.0,89,39,158,0,0,113,G,Major,73,72,32,77,0,15,5,1958-01-01,7.991545712992841,98.60479699012384,True,True,False,True
My Only Wish (This Year),Britney Spears,1,2000,11,7,6952,0,261116938.0,115,53,286,0,0,147,,Major,67,69,72,17,0,19,3,2000-11-07,7.049793063333413,98.37271826800622,True,False,False,True
Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,313,2,136689549.0,10,6,7,1,9,100,B,Minor,70,92,59,3,0,10,3,2022-11-04,3.690427138703552,96.90402476780186,True,False,False,True
Wild Flower (with youjeen),RM,1,2022,12,2,353,2,135611421.0,2,74,14,0,2,155,G#,Major,49,42,77,3,0,12,9,2022-12-02,3.661319186710849,99.43661971830986,True,False,False,False
I Hate U,SZA,1,2021,12,3,4094,0,356709897.0,66,96,43,0,0,107,G,Minor,54,41,39,51,0,11,16,2021-12-03,9.630669602494253,98.41346153846153,True,False,False,True
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,880,0,110649992.0,3,7,10,0,0,112,G#,Major,80,15,54,9,0,38,5,2022-12-02,2.9873954253381205,99.66024915062289,True,False,False,True
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,573,0,301869854.0,1,0,18,0,24,166,C#,Major,70,57,57,9,20,11,7,2022-10-31,8.15006494430733,99.82578397212544,True,False,False,True
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,573,0,301869854.0,1,0,18,0,24,166,C#,Major,70,57,57,9,20,11,7,2022-10-31,8.15006494430733,99.82578397212544,True,False,False,True
Deck The Hall - Remastered 1999,Nat King Cole,1,1959,1,1,3299,0,127027715.0,65,39,41,0,0,107,F#,Minor,69,96,36,81,0,8,4,1959-01-01,3.4295710991298995,98.06777645659929,True,False,False,True
Smoking on my Ex Pack,SZA,1,2022,12,9,811,0,57144458.0,6,11,3,0,0,81,G#,Major,47,33,68,24,0,22,38,2022-12-09,1.542820648487949,99.265605875153,True,False,False,True
Conceited,SZA,1,2022,12,9,899,0,56870689.0,2,14,2,0,0,150,C#,Major,79,77,46,5,0,11,7,2022-12-09,1.535429267400462,99.7780244173141,True,False,False,True
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323437194.0,33,57,30,0,11,110,A,Major,66,19,32,69,0,12,4,2022-10-21,8.7323530374932,98.65196078431373,True,False,False,True
Maroon,Taylor Swift,1,2022,10,21,2304,0,317726339.0,12,16,14,0,0,108,G,Major,64,4,40,6,0,10,6,2022-10-21,8.578167919235176,99.48186528497409,True,False,False,True
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4,2022,9,28,1003,0,116144341.0,21,0,44,0,0,130,E,Minor,89,48,74,30,0,7,36,2022-09-28,3.135735183625777,97.94921875,True,True,False,True
Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708.0,39,35,22,2,0,164,G,Major,70,39,56,6,0,9,7,2022-10-21,8.86115026054326,98.57560262965669,True,False,False,True
Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608228647.0,27,77,22,2,0,114,B,Minor,80,42,68,2,0,66,4,2022-05-06,16.421324979466736,98.92387405340773,True,False,False,True
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,180577478.0,108,56,30,0,0,93,F,Major,63,93,88,1,0,12,4,2005-09-20,4.8753399972798475,95.97765363128492,True,False,False,True
Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,809306935.0,83,58,128,7,0,90,C#,Minor,87,51,69,36,0,9,8,2021-06-25,21.85015824776034,98.79779837775203,True,False,False,True
Too Late,SZA,1,2022,12,8,714,0,49262961.0,0,9,2,0,0,128,B,Major,45,35,68,78,0,39,8,2022-12-08,1.3300312243132404,100.0,True,False,False,False
Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082.0,38,64,37,3,36,97,A,Major,83,47,80,2,0,24,9,2022-05-06,16.592129898979962,98.8209742475954,True,False,False,True
Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,8612,0,245350949.0,120,30,52,0,1,152,G,Minor,69,94,71,79,0,7,8,1958-01-01,6.6241333541620735,98.62574438845625,True,False,False,True
Jingle Bells - Remastered 1999,Frank Sinatra,1,1957,1,1,4326,0,178660459.0,32,3,65,0,0,175,G#,Major,51,94,34,73,0,10,5,1957-01-01,4.823583158554669,99.26571821936669,True,False,False,True
Far,SZA,1,2022,12,9,680,0,51641685.0,2,15,1,0,0,116,D,Major,61,48,55,67,0,16,8,2022-12-09,1.3942534539519194,99.70674486803519,True,False,False,True
On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,398,0,78139948.0,2,2,6,0,2,80,F,Minor,33,51,59,76,0,44,6,2022-12-02,2.109669589414508,99.5,True,False,False,True
GATï¿½ï¿½,"Maldy, Karol G",2,2022,8,25,3328,13,322336177.0,39,50,57,3,1,93,B,Minor,63,34,86,26,0,21,39,2022-08-25,8.70262711443105,98.84169884169884,True,False,True,True
ýýýabcdefu,Gayle,1,2021,8,13,7215,0,1007612429.0,170,12,575,18,,122,E,Major,70,42,54,30,0,37,5,2021-08-13,27.204129946149763,97.6980365605958,True,False,True,True
